100 0.028
110 0.0355
120 0.0455
130 0.071
140 0.084
150 0.1025
160 0.117
170 0.141
180 0.1755
190 0.1855
200 0.2125
210 0.246
220 0.28
230 0.314
240 0.3545
250 0.3935
260 0.561
270 0.588
280 0.644
290 0.771
300 0.8025
