Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00     256/258         __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >::difference_type __gnu_cxx::operator-<char const*, std::vector<char, std::allocator<char> > >(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > > const&, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > > const&) [62]
-----------------------------------------------
                0.00    0.00     256/256         std::__detail::_BracketMatcher<std::__cxx11::regex_traits<char>, false, false>::_M_apply(char, std::integral_constant<bool, false>) const::{lambda()#1}::operator()() const [82]
[81]     0.0    0.00    0.00     256         bool std::binary_search<__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char>(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char const&) [81]
                0.00    0.00     256/256         __gnu_cxx::__ops::__iter_less_val() [65]
                0.00    0.00     256/256         __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > > std::__lower_bound<__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char, __gnu_cxx::__ops::_Iter_less_val>(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char const&, __gnu_cxx::__ops::_Iter_less_val) [80]
                0.00    0.00     256/256         bool __gnu_cxx::operator==<char const*, std::vector<char, std::allocator<char> > >(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > > const&, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > > const&) [67]
-----------------------------------------------
                0.00    0.00     256/256         std::__detail::_BracketMatcher<std::__cxx11::regex_traits<char>, false, false>::_M_apply(char, std::integral_constant<bool, false>) const [73]
[82]     0.0    0.00    0.00     256         std::__detail::_BracketMatcher<std::__cxx11::regex_traits<char>, false, false>::_M_apply(char, std::integral_constant<bool, false>) const::{lambda()#1}::operator()() const [82]
                0.00    0.00     492/492         std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::end() const [50]
                0.00    0.00     256/259         std::__detail::_RegexTranslator<std::__cxx11::regex_traits<char>, false, false>::_M_translate(char) const [61]
                0.00    0.00     256/256         std::vector<char, std::allocator<char> >::end() const [70]
                0.00    0.00     256/256         std::vector<char, std::allocator<char> >::begin() const [71]
                0.00    0.00     256/256         bool std::binary_search<__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char>(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char const&) [81]
                0.00    0.00     256/256         std::__detail::_RegexTranslator<std::__cxx11::regex_traits<char>, false, false>::_M_transform(char) const [74]
                0.00    0.00     256/256         std::vector<std::pair<char, char>, std::allocator<std::pair<char, char> > >::begin() const [69]
                0.00    0.00     256/256         std::vector<std::pair<char, char>, std::allocator<std::pair<char, char> > >::end() const [68]
                0.00    0.00     256/256         bool __gnu_cxx::operator==<std::pair<char, char> const*, std::vector<std::pair<char, char>, std::allocator<std::pair<char, char> > > >(__gnu_cxx::__normal_iterator<std::pair<char, char> const*, std::vector<std::pair<char, char>, std::allocator<std::pair<char, char> > > > const&, __gnu_cxx::__normal_iterator<std::pair<char, char> const*, std::vector<std::pair<char, char>, std::allocator<std::pair<char, char> > > > const&) [66]
                0.00    0.00     256/256         std::__cxx11::regex_traits<char>::isctype(char, std::__cxx11::regex_traits<char>::_RegexMask) const [72]
                0.00    0.00     246/246         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::__cxx11::regex_traits<char>::transform_primary<char const*>(char const*, char const*) const [103]
                0.00    0.00     246/246         std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::begin() const [100]
                0.00    0.00     246/246         __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > std::find<__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [129]
                0.00    0.00     246/246         bool __gnu_cxx::operator==<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > const&, __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > const&) [97]
                0.00    0.00     246/498         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::~basic_string() [46]
                0.00    0.00     246/246         std::vector<std::__cxx11::regex_traits<char>::_RegexMask, std::allocator<std::__cxx11::regex_traits<char>::_RegexMask> >::begin() const [102]
                0.00    0.00     246/246         std::vector<std::__cxx11::regex_traits<char>::_RegexMask, std::allocator<std::__cxx11::regex_traits<char>::_RegexMask> >::end() const [101]
                0.00    0.00     246/246         bool __gnu_cxx::operator==<std::__cxx11::regex_traits<char>::_RegexMask const*, std::vector<std::__cxx11::regex_traits<char>::_RegexMask, std::allocator<std::__cxx11::regex_traits<char>::_RegexMask> > >(__gnu_cxx::__normal_iterator<std::__cxx11::regex_traits<char>::_RegexMask const*, std::vector<std::__cxx11::regex_traits<char>::_RegexMask, std::allocator<std::__cxx11::regex_traits<char>::_RegexMask> > > const&, __gnu_cxx::__normal_iterator<std::__cxx11::regex_traits<char>::_RegexMask const*, std::vector<std::__cxx11::regex_traits<char>::_RegexMask, std::allocator<std::__cxx11::regex_traits<char>::_RegexMask> > > const&) [98]
-----------------------------------------------
                0.00    0.00       3/255         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_replace(unsigned long, unsigned long, char const*, unsigned long) [356]
                0.00    0.00       6/255         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_assign(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [243]
                0.00    0.00     246/255         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_S_copy_chars(char*, char*, char*) [119]
[83]     0.0    0.00    0.00     255         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_S_copy(char*, char const*, unsigned long) [83]
                0.00    0.00     252/520         std::char_traits<char>::assign(char&, char const&) [34]
                0.00    0.00       3/3           std::char_traits<char>::copy(char*, char const*, unsigned long) [347]
-----------------------------------------------
                0.00    0.00     252/252         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_local_data() [85]
[84]     0.0    0.00    0.00     252         std::__ptr_traits_ptr_to<char*, char, false>::pointer_to(char&) [84]
                0.00    0.00     252/252         char* std::addressof<char>(char&) [87]
-----------------------------------------------
                0.00    0.00       6/252         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string() [273]
                0.00    0.00     246/252         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<char*, void>(char*, char*, std::allocator<char> const&) [120]
[85]     0.0    0.00    0.00     252         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_local_data() [85]
                0.00    0.00     252/252         std::__ptr_traits_ptr_to<char*, char, false>::pointer_to(char&) [84]
-----------------------------------------------
                0.00    0.00     252/252         char* std::addressof<char>(char&) [87]
[86]     0.0    0.00    0.00     252         char* std::__addressof<char>(char&) [86]
-----------------------------------------------
                0.00    0.00     252/252         std::__ptr_traits_ptr_to<char*, char, false>::pointer_to(char&) [84]
[87]     0.0    0.00    0.00     252         char* std::addressof<char>(char&) [87]
                0.00    0.00     252/252         char* std::__addressof<char>(char&) [86]
-----------------------------------------------
                0.00    0.00     248/248         void std::_Destroy<char*>(char*, char*) [93]
[88]     0.0    0.00    0.00     248         void std::_Destroy_aux<true>::__destroy<char*>(char*, char*) [88]
-----------------------------------------------
                0.00    0.00     248/248         std::_Vector_base<char, std::allocator<char> >::~_Vector_base() [91]
[89]     0.0    0.00    0.00     248         std::_Vector_base<char, std::allocator<char> >::_Vector_impl::~_Vector_impl() [89]
-----------------------------------------------
                0.00    0.00     248/248         std::_Vector_base<char, std::allocator<char> >::~_Vector_base() [91]
[90]     0.0    0.00    0.00     248         std::_Vector_base<char, std::allocator<char> >::_M_deallocate(char*, unsigned long) [90]
                0.00    0.00     246/1390        std::__is_constant_evaluated() [25]
                0.00    0.00     246/246         std::__new_allocator<char>::deallocate(char*, unsigned long) [110]
-----------------------------------------------
                0.00    0.00     248/248         std::vector<char, std::allocator<char> >::~vector() [92]
[91]     0.0    0.00    0.00     248         std::_Vector_base<char, std::allocator<char> >::~_Vector_base() [91]
                0.00    0.00     248/248         std::_Vector_base<char, std::allocator<char> >::_M_deallocate(char*, unsigned long) [90]
                0.00    0.00     248/248         std::_Vector_base<char, std::allocator<char> >::_Vector_impl::~_Vector_impl() [89]
-----------------------------------------------
                0.00    0.00       2/248         std::__detail::_BracketMatcher<std::__cxx11::regex_traits<char>, false, false>::~_BracketMatcher() [468]
                0.00    0.00     246/248         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::__cxx11::regex_traits<char>::transform_primary<char const*>(char const*, char const*) const [103]
[92]     0.0    0.00    0.00     248         std::vector<char, std::allocator<char> >::~vector() [92]
                0.00    0.00     248/740         std::_Vector_base<char, std::allocator<char> >::_M_get_Tp_allocator() [32]
                0.00    0.00     248/248         void std::_Destroy<char*>(char*, char*) [93]
                0.00    0.00     248/248         std::_Vector_base<char, std::allocator<char> >::~_Vector_base() [91]
-----------------------------------------------
                0.00    0.00     248/248         std::vector<char, std::allocator<char> >::~vector() [92]
[93]     0.0    0.00    0.00     248         void std::_Destroy<char*>(char*, char*) [93]
                0.00    0.00     248/1390        std::__is_constant_evaluated() [25]
                0.00    0.00     248/248         void std::_Destroy_aux<true>::__destroy<char*>(char*, char*) [88]
-----------------------------------------------
                0.00    0.00       1/247         std::_Vector_base<char, std::allocator<char> >::_Vector_impl::_Vector_impl() [589]
                0.00    0.00     246/247         std::_Vector_base<char, std::allocator<char> >::_Vector_impl::_Vector_impl(std::allocator<char> const&) [108]
[94]     0.0    0.00    0.00     247         std::_Vector_base<char, std::allocator<char> >::_Vector_impl_data::_Vector_impl_data() [94]
-----------------------------------------------
                0.00    0.00     246/246         __gnu_cxx::__ops::_Iter_equals_val<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const> __gnu_cxx::__ops::__iter_equals_val<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [96]
[95]     0.0    0.00    0.00     246         __gnu_cxx::__ops::_Iter_equals_val<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const>::_Iter_equals_val(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [95]
-----------------------------------------------
                0.00    0.00     246/246         __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > std::find<__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [129]
[96]     0.0    0.00    0.00     246         __gnu_cxx::__ops::_Iter_equals_val<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const> __gnu_cxx::__ops::__iter_equals_val<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [96]
                0.00    0.00     246/246         __gnu_cxx::__ops::_Iter_equals_val<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const>::_Iter_equals_val(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [95]
-----------------------------------------------
                0.00    0.00     246/246         std::__detail::_BracketMatcher<std::__cxx11::regex_traits<char>, false, false>::_M_apply(char, std::integral_constant<bool, false>) const::{lambda()#1}::operator()() const [82]
[97]     0.0    0.00    0.00     246         bool __gnu_cxx::operator==<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > const&, __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > const&) [97]
                0.00    0.00     492/1476        __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::base() const [24]
-----------------------------------------------
                0.00    0.00     246/246         std::__detail::_BracketMatcher<std::__cxx11::regex_traits<char>, false, false>::_M_apply(char, std::integral_constant<bool, false>) const::{lambda()#1}::operator()() const [82]
[98]     0.0    0.00    0.00     246         bool __gnu_cxx::operator==<std::__cxx11::regex_traits<char>::_RegexMask const*, std::vector<std::__cxx11::regex_traits<char>::_RegexMask, std::allocator<std::__cxx11::regex_traits<char>::_RegexMask> > >(__gnu_cxx::__normal_iterator<std::__cxx11::regex_traits<char>::_RegexMask const*, std::vector<std::__cxx11::regex_traits<char>::_RegexMask, std::allocator<std::__cxx11::regex_traits<char>::_RegexMask> > > const&, __gnu_cxx::__normal_iterator<std::__cxx11::regex_traits<char>::_RegexMask const*, std::vector<std::__cxx11::regex_traits<char>::_RegexMask, std::allocator<std::__cxx11::regex_traits<char>::_RegexMask> > > const&) [98]
                0.00    0.00     492/492         __gnu_cxx::__normal_iterator<std::__cxx11::regex_traits<char>::_RegexMask const*, std::vector<std::__cxx11::regex_traits<char>::_RegexMask, std::allocator<std::__cxx11::regex_traits<char>::_RegexMask> > >::base() const [49]
-----------------------------------------------
                0.00    0.00     246/246         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::__cxx11::regex_traits<char>::transform_primary<char const*>(char const*, char const*) const [103]
[99]     0.0    0.00    0.00     246         std::ctype<char>::tolower(char*, char const*) const [99]
-----------------------------------------------
                0.00    0.00     246/246         std::__detail::_BracketMatcher<std::__cxx11::regex_traits<char>, false, false>::_M_apply(char, std::integral_constant<bool, false>) const::{lambda()#1}::operator()() const [82]
[100]    0.0    0.00    0.00     246         std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::begin() const [100]
                0.00    0.00     246/738         __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::__normal_iterator(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const* const&) [33]
-----------------------------------------------
                0.00    0.00     246/246         std::__detail::_BracketMatcher<std::__cxx11::regex_traits<char>, false, false>::_M_apply(char, std::integral_constant<bool, false>) const::{lambda()#1}::operator()() const [82]
[101]    0.0    0.00    0.00     246         std::vector<std::__cxx11::regex_traits<char>::_RegexMask, std::allocator<std::__cxx11::regex_traits<char>::_RegexMask> >::end() const [101]
                0.00    0.00     246/492         __gnu_cxx::__normal_iterator<std::__cxx11::regex_traits<char>::_RegexMask const*, std::vector<std::__cxx11::regex_traits<char>::_RegexMask, std::allocator<std::__cxx11::regex_traits<char>::_RegexMask> > >::__normal_iterator(std::__cxx11::regex_traits<char>::_RegexMask const* const&) [47]
-----------------------------------------------
                0.00    0.00     246/246         std::__detail::_BracketMatcher<std::__cxx11::regex_traits<char>, false, false>::_M_apply(char, std::integral_constant<bool, false>) const::{lambda()#1}::operator()() const [82]
[102]    0.0    0.00    0.00     246         std::vector<std::__cxx11::regex_traits<char>::_RegexMask, std::allocator<std::__cxx11::regex_traits<char>::_RegexMask> >::begin() const [102]
                0.00    0.00     246/492         __gnu_cxx::__normal_iterator<std::__cxx11::regex_traits<char>::_RegexMask const*, std::vector<std::__cxx11::regex_traits<char>::_RegexMask, std::allocator<std::__cxx11::regex_traits<char>::_RegexMask> > >::__normal_iterator(std::__cxx11::regex_traits<char>::_RegexMask const* const&) [47]
-----------------------------------------------
                0.00    0.00     246/246         std::__detail::_BracketMatcher<std::__cxx11::regex_traits<char>, false, false>::_M_apply(char, std::integral_constant<bool, false>) const::{lambda()#1}::operator()() const [82]
[103]    0.0    0.00    0.00     246         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::__cxx11::regex_traits<char>::transform_primary<char const*>(char const*, char const*) const [103]
                0.00    0.00     984/984         std::vector<char, std::allocator<char> >::data() [28]
                0.00    0.00     492/492         std::vector<char, std::allocator<char> >::size() const [51]
                0.00    0.00     246/246         std::vector<char, std::allocator<char> >::vector<char const*, void>(char const*, char const*, std::allocator<char> const&) [116]
                0.00    0.00     246/246         std::ctype<char>::tolower(char*, char const*) const [99]
                0.00    0.00     246/248         std::vector<char, std::allocator<char> >::~vector() [92]
                0.00    0.00     246/246         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::__cxx11::regex_traits<char>::transform<char*>(char*, char*) const [104]
-----------------------------------------------
                0.00    0.00     246/246         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::__cxx11::regex_traits<char>::transform_primary<char const*>(char const*, char const*) const [103]
[104]    0.0    0.00    0.00     246         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::__cxx11::regex_traits<char>::transform<char*>(char*, char*) const [104]
                0.00    0.00     492/492         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::data() [52]
                0.00    0.00     246/246         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<char*, void>(char*, char*, std::allocator<char> const&) [120]
                0.00    0.00     246/280         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::size() const [55]
                0.00    0.00     246/498         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::~basic_string() [46]
-----------------------------------------------
                0.00    0.00     246/246         char* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<char const, char>(char const*, char const*, char*) [106]
[105]    0.0    0.00    0.00     246         void std::__copy_move<false, false, std::random_access_iterator_tag>::__assign_one<char, char const>(char*, char const*) [105]
-----------------------------------------------
                0.00    0.00     246/246         char* std::__copy_move_a2<false, char const*, char*>(char const*, char const*, char*) [125]
[106]    0.0    0.00    0.00     246         char* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<char const, char>(char const*, char const*, char*) [106]
                0.00    0.00     246/246         void std::__copy_move<false, false, std::random_access_iterator_tag>::__assign_one<char, char const>(char*, char const*) [105]
-----------------------------------------------
                0.00    0.00     246/246         void std::vector<char, std::allocator<char> >::_M_range_initialize<char const*>(char const*, char const*, std::forward_iterator_tag) [115]
[107]    0.0    0.00    0.00     246         std::_Vector_base<char, std::allocator<char> >::_M_allocate(unsigned long) [107]
                0.00    0.00     246/1390        std::__is_constant_evaluated() [25]
                0.00    0.00     246/246         std::__new_allocator<char>::allocate(unsigned long, void const*) [111]
-----------------------------------------------
                0.00    0.00     246/246         std::_Vector_base<char, std::allocator<char> >::_Vector_base(std::allocator<char> const&) [109]
[108]    0.0    0.00    0.00     246         std::_Vector_base<char, std::allocator<char> >::_Vector_impl::_Vector_impl(std::allocator<char> const&) [108]
                0.00    0.00     246/247         std::_Vector_base<char, std::allocator<char> >::_Vector_impl_data::_Vector_impl_data() [94]
-----------------------------------------------
                0.00    0.00     246/246         std::vector<char, std::allocator<char> >::vector<char const*, void>(char const*, char const*, std::allocator<char> const&) [116]
[109]    0.0    0.00    0.00     246         std::_Vector_base<char, std::allocator<char> >::_Vector_base(std::allocator<char> const&) [109]
                0.00    0.00     246/246         std::_Vector_base<char, std::allocator<char> >::_Vector_impl::_Vector_impl(std::allocator<char> const&) [108]
-----------------------------------------------
                0.00    0.00     246/246         std::_Vector_base<char, std::allocator<char> >::_M_deallocate(char*, unsigned long) [90]
[110]    0.0    0.00    0.00     246         std::__new_allocator<char>::deallocate(char*, unsigned long) [110]
-----------------------------------------------
                0.00    0.00     246/246         std::_Vector_base<char, std::allocator<char> >::_M_allocate(unsigned long) [107]
[111]    0.0    0.00    0.00     246         std::__new_allocator<char>::allocate(unsigned long, void const*) [111]
-----------------------------------------------
                0.00    0.00     246/246         char* std::uninitialized_copy<char const*, char*>(char const*, char const*, char*) [126]
[112]    0.0    0.00    0.00     246         char* std::__uninitialized_copy<true>::__uninit_copy<char const*, char*>(char const*, char const*, char*) [112]
                0.00    0.00     246/246         char* std::copy<char const*, char*>(char const*, char const*, char*) [128]
-----------------------------------------------
                0.00    0.00     246/246         std::vector<char, std::allocator<char> >::_S_check_init_len(unsigned long, std::allocator<char> const&) [114]
[113]    0.0    0.00    0.00     246         std::vector<char, std::allocator<char> >::_S_max_size(std::allocator<char> const&) [113]
                0.00    0.00     246/262         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [58]
-----------------------------------------------
                0.00    0.00     246/246         void std::vector<char, std::allocator<char> >::_M_range_initialize<char const*>(char const*, char const*, std::forward_iterator_tag) [115]
[114]    0.0    0.00    0.00     246         std::vector<char, std::allocator<char> >::_S_check_init_len(unsigned long, std::allocator<char> const&) [114]
                0.00    0.00     246/246         std::vector<char, std::allocator<char> >::_S_max_size(std::allocator<char> const&) [113]
-----------------------------------------------
                0.00    0.00     246/246         std::vector<char, std::allocator<char> >::vector<char const*, void>(char const*, char const*, std::allocator<char> const&) [116]
[115]    0.0    0.00    0.00     246         void std::vector<char, std::allocator<char> >::_M_range_initialize<char const*>(char const*, char const*, std::forward_iterator_tag) [115]
                0.00    0.00     492/740         std::_Vector_base<char, std::allocator<char> >::_M_get_Tp_allocator() [32]
                0.00    0.00     246/246         std::vector<char, std::allocator<char> >::_S_check_init_len(unsigned long, std::allocator<char> const&) [114]
                0.00    0.00     246/246         std::_Vector_base<char, std::allocator<char> >::_M_allocate(unsigned long) [107]
                0.00    0.00     246/246         char* std::__uninitialized_copy_a<char const*, char*, char>(char const*, char const*, char*, std::allocator<char>&) [127]
-----------------------------------------------
                0.00    0.00     246/246         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::__cxx11::regex_traits<char>::transform_primary<char const*>(char const*, char const*) const [103]
[116]    0.0    0.00    0.00     246         std::vector<char, std::allocator<char> >::vector<char const*, void>(char const*, char const*, std::allocator<char> const&) [116]
                0.00    0.00     246/246         std::_Vector_base<char, std::allocator<char> >::_Vector_base(std::allocator<char> const&) [109]
                0.00    0.00     246/246         void std::vector<char, std::allocator<char> >::_M_range_initialize<char const*>(char const*, char const*, std::forward_iterator_tag) [115]
-----------------------------------------------
                0.00    0.00     246/246         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<char*, void>(char*, char*, std::allocator<char> const&) [120]
[117]    0.0    0.00    0.00     246         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_Alloc_hider::_Alloc_hider(char*, std::allocator<char> const&) [117]
-----------------------------------------------
                0.00    0.00     246/246         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<char*, void>(char*, char*, std::allocator<char> const&) [120]
[118]    0.0    0.00    0.00     246         void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag) [118]
                0.00    0.00     246/755         std::is_constant_evaluated() [31]
                0.00    0.00     246/246         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag)::_Guard::_Guard(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [132]
                0.00    0.00     246/1553        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_data() const [23]
                0.00    0.00     246/246         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_S_copy_chars(char*, char*, char*) [119]
                0.00    0.00     246/265         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_set_length(unsigned long) [56]
                0.00    0.00     246/246         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag)::_Guard::~_Guard() [133]
-----------------------------------------------
