t,x1,y1,x2,y2,x3,y3
0 -0.970004 0.243088 0.970004 -0.243088 0 0
0.001 -0.969536 0.243519 0.970468 -0.242655 -0.000932408 -0.000864731
0.002 -0.969067 0.243951 0.970931 -0.242221 -0.00186482 -0.00172946
0.003 -0.968597 0.244382 0.971394 -0.241788 -0.00279724 -0.00259418
0.004 -0.968127 0.244814 0.971857 -0.241355 -0.00372966 -0.00345888
0.005 -0.967656 0.245245 0.972318 -0.240921 -0.0046621 -0.00432357
0.006 -0.967184 0.245676 0.972779 -0.240488 -0.00559456 -0.00518824
0.007 -0.966711 0.246106 0.973238 -0.240054 -0.00652704 -0.00605289
0.008 -0.966236 0.246537 0.973696 -0.239619 -0.00745954 -0.0069175
0.009 -0.96576 0.246966 0.974152 -0.239184 -0.00839206 -0.00778208
0.01 -0.965282 0.247396 0.974607 -0.238749 -0.00932462 -0.00864663
0.011 -0.964803 0.247825 0.97506 -0.238314 -0.0102572 -0.00951113
0.012 -0.964323 0.248254 0.975513 -0.237878 -0.0111898 -0.0103756
0.013 -0.963841 0.248682 0.975964 -0.237442 -0.0121225 -0.01124
0.014 -0.963358 0.24911 0.976413 -0.237006 -0.0130552 -0.0121044
0.015 -0.962874 0.249538 0.976862 -0.236569 -0.0139879 -0.0129687
0.016 -0.962389 0.249965 0.977309 -0.236132 -0.0149207 -0.0138329
0.017 -0.961902 0.250392 0.977756 -0.235695 -0.0158536 -0.0146971
0.018 -0.961414 0.250819 0.978201 -0.235258 -0.0167865 -0.0155612
0.019 -0.960926 0.251245 0.978645 -0.23482 -0.0177195 -0.0164252
0.02 -0.960435 0.251671 0.979088 -0.234382 -0.0186525 -0.0172891
0.021 -0.959944 0.252097 0.97953 -0.233944 -0.0195856 -0.018153
0.022 -0.959452 0.252522 0.97997 -0.233505 -0.0205188 -0.0190168
0.023 -0.958958 0.252947 0.98041 -0.233067 -0.021452 -0.0198805
0.024 -0.958463 0.253372 0.980848 -0.232628 -0.0223853 -0.0207441
0.025 -0.957966 0.253796 0.981285 -0.232189 -0.0233187 -0.0216076
0.026 -0.957469 0.25422 0.981721 -0.231749 -0.0242521 -0.022471
0.027 -0.95697 0.254644 0.982155 -0.231309 -0.0251857 -0.0233342
0.028 -0.956469 0.255067 0.982589 -0.230869 -0.0261193 -0.0241974
0.029 -0.955968 0.25549 0.983021 -0.230429 -0.0270531 -0.0250605
0.03 -0.955465 0.255912 0.983452 -0.229989 -0.0279869 -0.0259234
0.031 -0.954961 0.256334 0.983882 -0.229548 -0.0289208 -0.0267862
0.032 -0.954456 0.256756 0.984311 -0.229107 -0.0298548 -0.0276489
0.033 -0.95395 0.257177 0.984739 -0.228666 -0.030789 -0.0285115
0.034 -0.953442 0.257598 0.985165 -0.228224 -0.0317232 -0.0293739
0.035 -0.952933 0.258019 0.98559 -0.227783 -0.0326575 -0.0302362
0.036 -0.952423 0.258439 0.986015 -0.227341 -0.033592 -0.0310983
0.037 -0.951911 0.258859 0.986438 -0.226899 -0.0345266 -0.0319603
0.038 -0.951398 0.259278 0.98686 -0.226456 -0.0354613 -0.0328221
0.039 -0.950884 0.259697 0.98728 -0.226014 -0.0363961 -0.0336838
0.04 -0.950369 0.260116 0.9877 -0.225571 -0.037331 -0.0345453
0.041 -0.949852 0.260534 0.988118 -0.225128 -0.0382661 -0.0354067
0.042 -0.949334 0.260952 0.988536 -0.224684 -0.0392013 -0.0362679
0.043 -0.948815 0.26137 0.988952 -0.224241 -0.0401367 -0.0371289
0.044 -0.948295 0.261787 0.989367 -0.223797 -0.0410721 -0.0379897
0.045 -0.947773 0.262203 0.989781 -0.223353 -0.0420078 -0.0388504
0.046 -0.94725 0.26262 0.990193 -0.222909 -0.0429435 -0.0397108
0.047 -0.946726 0.263035 0.990605 -0.222464 -0.0438795 -0.0405711
0.048 -0.9462 0.263451 0.991015 -0.22202 -0.0448155 -0.0414312
0.049 -0.945673 0.263866 0.991425 -0.221575 -0.0457518 -0.0422911
0.05 -0.945145 0.26428 0.991833 -0.22113 -0.0466881 -0.0431507
0.051 -0.944615 0.264695 0.99224 -0.220684 -0.0476247 -0.0440102
0.052 -0.944085 0.265108 0.992646 -0.220239 -0.0485614 -0.0448695
0.053 -0.943552 0.265522 0.993051 -0.219793 -0.0494983 -0.0457285
0.054 -0.943019 0.265935 0.993454 -0.219347 -0.0504353 -0.0465873
0.055 -0.942484 0.266347 0.993857 -0.218901 -0.0513726 -0.0474459
0.056 -0.941948 0.266759 0.994258 -0.218455 -0.05231 -0.0483043
0.057 -0.941411 0.267171 0.994659 -0.218008 -0.0532475 -0.0491624
