10.8 0.000468311 0.152577 0.276428 0.166789 
11 0.000391031 0.143837 0.283926 0.165806 
11.2 0.000326398 0.135486 0.290619 0.16403 
11.4 0.000272361 0.127519 0.296527 0.161493 
11.6 0.000227199 0.119929 0.30167 0.158226 
11.8 0.000189471 0.112708 0.306072 0.154263 
12 0.000157963 0.105847 0.309758 0.14964 
12.2 0.000131657 0.0993365 0.312753 0.144393 
12.4 0.000109703 0.0931654 0.315087 0.13856 
12.6 9.13845e-05 0.0873226 0.316786 0.132179 
12.8 7.61068e-05 0.0817964 0.317881 0.125289 
13 6.33677e-05 0.0765749 0.3184 0.117929 
13.2 5.27471e-05 0.071646 0.318373 0.110138 
13.4 4.38979e-05 0.0669976 0.31783 0.101955 
13.6 3.65246e-05 0.0626175 0.316801 0.0934178 
13.8 3.0383e-05 0.0584936 0.315314 0.0845645 
14 2.52698e-05 0.0546142 0.313399 0.0754321 
14.2 2.10115e-05 0.0509675 0.311085 0.0660572 
14.4 1.7468e-05 0.047542 0.3084 0.0564752 
14.6 1.45191e-05 0.0443266 0.30537 0.0467206 
14.8 1.2064e-05 0.0413105 0.302022 0.0368266 
15 1.00251e-05 0.0384832 0.298383 0.0268256 
15.2 8.32805e-06 0.0358346 0.294478 0.0167486 
15.4 6.91784e-06 0.0333548 0.290329 0.00662524 
15.6 5.74695e-06 0.0310344 0.285962 -0.00351597 
15.8 4.77146e-06 0.0288644 0.281397 -0.0136479 
16 3.9624e-06 0.0268363 0.276657 -0.0237449 
16.2 3.28853e-06 0.0249416 0.271762 -0.0337825 
16.4 2.72834e-06 0.0231726 0.266731 -0.0437376 
16.6 2.26502e-06 0.0215216 0.261583 -0.0535886 
16.8 1.87863e-06 0.0199817 0.256336 -0.0633153 
17 1.55891e-06 0.0185459 0.251007 -0.0728987 
17.2 1.29419e-06 0.0172078 0.24561 -0.0823212 
17.4 1.07193e-06 0.0159614 0.240162 -0.0915664 
17.6 8.88538e-07 0.0148008 0.234675 -0.100619 
17.8 7.35619e-07 0.0137205 0.229164 -0.109466 
18 6.08896e-07 0.0127154 0.22364 -0.118095 
18.2 5.04913e-07 0.0117807 0.218115 -0.126494 
18.4 4.17056e-07 0.0109117 0.2126 -0.134653 
18.6 3.4573e-07 0.0101041 0.207104 -0.142562 
18.8 2.87322e-07 0.00935382 0.201636 -0.150215 
19 2.37921e-07 0.00865706 0.196206 -0.157604 
19.2 1.97144e-07 0.00801019 0.190821 -0.164723 
19.4 1.63702e-07 0.00740986 0.185488 -0.171567 
19.6 1.36093e-07 0.00685288 0.180213 -0.178132 
19.8 1.13807e-07 0.00633629 0.175003 -0.184416 
20 9.38808e-08 0.0058573 0.169863 -0.190415 
20.2 7.73889e-08 0.00541331 0.164797 -0.196128 
20.4 6.52676e-08 0.00500188 0.159811 -0.201554 
20.6 5.3943e-08 0.00462073 0.154907 -0.206694 
20.8 4.4261e-08 0.00426773 0.150089 -0.211547 
21 3.7043e-08 0.00394088 0.145361 -0.216115 
21.2 3.09361e-08 0.00363834 0.140724 -0.2204 
21.4 2.57233e-08 0.00335835 0.13618 -0.224404 
21.6 1.98578e-08 0.00309931 0.131732 -0.228129 
21.8 1.47707e-08 0.00285971 0.127381 -0.23158 
22 1.29684e-08 0.00263814 0.123129 -0.234759 
22.2 1.07608e-08 0.00243329 0.118975 -0.237671 
22.4 8.73922e-09 0.00224395 0.11492 -0.240321 
22.6 8.21012e-09 0.00206897 0.110965 -0.242712 
22.8 7.53747e-09 0.00190731 0.10711 -0.244851 
23 6.5278e-09 0.00175799 0.103355 -0.246743 
23.2 4.47296e-09 0.00162008 0.0996993 -0.248392 
23.4 2.39418e-09 0.00149275 0.0961422 -0.249806 
23.6 2.91017e-09 0.00137521 0.0926833 -0.25099 
23.8 2.408e-09 0.00126672 0.0893216 -0.25195 
24 6.30716e-10 0.00116661 0.0860563 -0.252693 
24.2 8.8689e-10 0.00107425 0.0828861 -0.253225 
24.4 1.3667e-09 0.00098905 0.07981 -0.253552 
24.6 9.77264e-10 0.000910475 0.0768264 -0.253682 
24.8 1.80237e-10 0.000838022 0.0739341 -0.25362 
25 -1.10871e-09 0.000771224 0.0711316 -0.253374 
25.2 1.6607e-10 0.000709652 0.0684172 -0.25295 
25.4 2.93728e-10 0.000652906 0.0657893 -0.252355 
25.6 -1.8354e-09 0.000600616 0.0632463 -0.251596 
25.8 -5.89978e-10 0.000552441 0.0607865 -0.250679 
26 8.27934e-11 0.000508063 0.058408 -0.249611 
26.2 1.22227e-09 0.00046719 0.0561091 -0.248399 
26.4 1.97745e-09 0.000429551 0.053888 -0.247048 
26.6 1.15212e-09 0.000394895 0.0517428 -0.245567 
26.8 2.44746e-09 0.00036299 0.0496717 -0.24396 
27 2.16638e-09 0.000333623 0.0476729 -0.242235 
27.2 3.39576e-10 0.000306596 0.0457445 -0.240397 
27.4 6.33185e-10 0.000281725 0.0438846 -0.238453 
27.6 4.55139e-10 0.000258841 0.0420914 -0.236408 
27.8 1.88459e-09 0.00023779 0.040363 -0.234269 
28 2.71953e-09 0.000218426 0.0386977 -0.232041 
28.2 9.11624e-10 0.000200617 0.0370936 -0.229729 
28.4 1.14165e-09 0.00018424 0.035549 -0.22734 
28.6 5.30245e-10 0.000169181 0.0340621 -0.224879 
28.8 4.2564e-11 0.000155337 0.0326311 -0.22235 
29 -1.14114e-10 0.000142611 0.0312543 -0.219759 
29.2 -1.11164e-09 0.000130914 0.02993 -0.217111 
29.4 -5.40053e-10 0.000120165 0.0286567 -0.214411 
29.6 -3.4926e-10 0.000110287 0.0274326 -0.211663 
29.8 -1.57528e-09 0.000101211 0.0262561 -0.208872 
30 -1.50431e-09 9.28738e-05 0.0251257 -0.206041 
30.2 -1.63724e-09 8.52149e-05 0.0240398 -0.203176 
30.4 -9.65044e-10 7.81798e-05 0.022997 -0.200281 
30.6 -5.83658e-10 7.17189e-05 0.0219958 -0.197359 
30.8 -7.7833e-10 6.57861e-05 0.0210347 -0.194414 
31 -1.19765e-10 6.03387e-05 0.0201123 -0.19145 
31.2 -6.94689e-10 5.53376e-05 0.0192274 -0.18847 
31.4 -6.27446e-10 5.07463e-05 0.0183785 -0.185477 
31.6 5.27368e-10 4.65315e-05 0.0175644 -0.182476 
31.8 1.44482e-09 4.26632e-05 0.0167838 -0.179468 
32 1.51441e-09 3.91136e-05 0.0160354 -0.176457 
32.2 8.68452e-10 3.58562e-05 0.0153182 -0.173446 
32.4 1.66614e-09 3.28669e-05 0.0146309 -0.170438 
32.6 2.11325e-09 3.01241e-05 0.0139725 -0.167434 
32.8 8.50599e-10 2.76082e-05 0.0133418 -0.164438 
33 3.64381e-10 2.53011e-05 0.0127377 -0.161452 
33.2 7.52723e-10 2.31848e-05 0.0121594 -0.158478 
33.4 9.64696e-10 2.12436e-05 0.0116057 -0.155517 
33.6 5.05685e-10 1.94633e-05 0.0110758 -0.152573 
33.8 -7.88159e-10 1.78311e-05 0.0105686 -0.149647 
34 -5.02981e-10 1.6334e-05 0.0100834 -0.14674 
34.2 -3.38276e-10 1.49619e-05 0.00961921 -0.143855 
34.4 -3.98851e-10 1.37039e-05 0.00917522 -0.140992 
34.6 -4.5336e-10 1.25503e-05 0.00875062 -0.138155 
34.8 -1.26307e-09 1.14933e-05 0.00834464 -0.135342 
35 -1.35452e-09 1.05254e-05 0.00795652 -0.132557 
35.2 -3.23527e-10 9.6379e-06 0.00758554 -0.1298 
35.4 -4.45786e-10 8.82466e-06 0.007231 -0.127072 
35.6 -5.70621e-10 8.07968e-06 0.00689221 -0.124375 
35.8 -8.36181e-11 7.39701e-06 0.00656854 -0.121709 
36 6.07615e-10 6.77147e-06 0.00625935 -0.119075 
36.2 1.06163e-09 6.19837e-06 0.00596404 -0.116473 
36.4 -4.35085e-10 5.67319e-06 0.00568202 -0.113906 
36.6 -1.02578e-09 5.19195e-06 0.00541274 -0.111373 
36.8 3.34395e-11 4.75161e-06 0.00515567 -0.108874 
37 -2.93481e-10 4.34853e-06 0.00491027 -0.106411 
37.2 -1.06145e-09 3.97956e-06 0.00467605 -0.103984 
37.4 -1.23782e-09 3.64152e-06 0.00445254 -0.101592 
37.6 -1.28954e-09 3.33203e-06 0.00423927 -0.0992376 
37.8 -5.24327e-10 3.04876e-06 0.00403581 -0.0969197 
38 -1.00369e-09 2.78999e-06 0.00384171 -0.0946388 
38.2 -9.51976e-10 2.55225e-06 0.00365659 -0.0923951 
38.4 3.06756e-10 2.33474e-06 0.00348004 -0.0901888 
38.6 -2.31714e-10 2.13542e-06 0.00331169 -0.0880199 
38.8 -7.32369e-10 1.9534e-06 0.00315118 -0.0858885 
39 -4.00838e-10 1.78636e-06 0.00299816 -0.0837946 
39.2 -1.22734e-10 1.63424e-06 0.0028523 -0.0817382 
39.4 5.6797e-10 1.49465e-06 0.00271328 -0.0797192 
39.6 4.71064e-10 1.3667e-06 0.0025808 -0.0777375 
39.8 8.05642e-10 1.24954e-06 0.00245457 -0.0757929 
40 2.36634e-09 1.14269e-06 0.0023343 -0.0738854 
40.2 1.29935e-09 1.04461e-06 0.00221972 -0.0720147 
40.4 3.41801e-10 9.54506e-07 0.00211057 -0.0701806 
40.6 2.38429e-10 8.72445e-07 0.00200662 -0.0683829 
40.8 -1.46781e-11 7.97146e-07 0.00190763 -0.0666213 
41 -2.698e-11 7.28643e-07 0.00181336 -0.0648955 
41.2 -1.43922e-10 6.65726e-07 0.0017236 -0.0632052 
41.4 -1.61672e-11 6.09055e-07 0.00163815 -0.0615501 
41.6 1.42819e-09 5.56396e-07 0.00155681 -0.0599299 
41.8 6.63617e-10 5.08709e-07 0.00147939 -0.0583441 
42 -1.73168e-10 4.64671e-07 0.0014057 -0.0567924 
42.2 -2.62151e-10 4.2476e-07 0.00133557 -0.0552745 
42.4 -1.28473e-09 3.87574e-07 0.00126884 -0.0537899 
42.6 -1.43216e-09 3.53846e-07 0.00120535 -0.0523381 
42.8 -1.517e-09 3.22905e-07 0.00114495 -0.0509189 
43 -1.52645e-09 2.95095e-07 0.00108749 -0.0495317 
43.2 -6.26681e-10 2.69758e-07 0.00103284 -0.048176 
43.4 -1.06125e-09 2.46552e-07 0.000980854 -0.0468516 
43.6 -8.60486e-10 2.25612e-07 0.000931419 -0.0455578 
43.8 -2.51567e-10 2.06214e-07 0.00088441 -0.0442943 
44 -1.39212e-09 1.8847e-07 0.000839712 -0.0430605 
44.2 -1.2937e-09 1.72178e-07 0.000797214 -0.041856 
44.4 -5.73471e-10 1.57689e-07 0.000756814 -0.0406803 
44.6 2.02471e-10 1.43783e-07 0.000718409 -0.039533 
44.8 1.24768e-09 1.31233e-07 0.000681905 -0.0384136 
45 1.18223e-09 1.20056e-07 0.000647211 -0.0373215 
45.2 2.5038e-09 1.09852e-07 0.00061424 -0.0362563 
45.4 3.40026e-09 1.00393e-07 0.000582908 -0.0352175 
45.6 2.41533e-09 9.20749e-08 0.000553137 -0.0342046 
45.8 1.38958e-09 8.46449e-08 0.000524851 -0.0332173 
46 9.57585e-10 7.71833e-08 0.000497978 -0.0322548 
46.2 1.11062e-09 7.06041e-08 0.000472451 -0.0313169 
46.4 8.25802e-10 6.4486e-08 0.000448202 -0.030403 
46.6 -2.38793e-10 5.92048e-08 0.00042517 -0.0295126 
46.8 4.07941e-10 5.4074e-08 0.000403297 -0.0286453 
47 9.69802e-10 4.96902e-08 0.000382524 -0.0278006 
47.2 1.06305e-09 4.51738e-08 0.000362798 -0.026978 
47.4 2.83242e-10 4.12179e-08 0.000344069 -0.0261771 
47.6 -2.63602e-10 3.75487e-08 0.000326286 -0.0253974 
47.8 -2.661e-10 3.43863e-08 0.000309402 -0.0246385 
48 -1.07106e-09 3.12763e-08 0.000293375 -0.0239 
48.2 -5.17921e-10 2.78294e-08 0.000278161 -0.0231813 
48.4 4.80934e-10 2.49059e-08 0.00026372 -0.022482 
48.6 4.86316e-10 2.23243e-08 0.000250014 -0.0218018 
48.8 6.96866e-10 2.07452e-08 0.000237008 -0.0211401 
49 3.84075e-10 1.85414e-08 0.000224664 -0.0204966 
49.2 8.98882e-10 1.71894e-08 0.000212951 -0.0198708 
49.4 2.95252e-10 1.54808e-08 0.000201838 -0.0192624 
49.6 -2.16309e-09 1.43949e-08 0.000191294 -0.0186709 
49.8 -1.86165e-09 1.2787e-08 0.00018129 -0.0180959 
50 -1.56289e-09 1.21679e-08 0.0001718 -0.0175371 
50.2 -2.00814e-09 1.05081e-08 0.000162797 -0.0169941 
50.4 -1.86693e-09 9.37009e-09 0.000154258 -0.0164664 
50.6 -1.77099e-09 7.95849e-09 0.000146159 -0.0159537 
50.8 7.61338e-10 7.67756e-09 0.000138478 -0.0154557 
51 9.52461e-10 6.75641e-09 0.000131193 -0.0149719 
51.2 -6.54651e-10 6.50595e-09 0.000124286 -0.014502 
51.4 2.66899e-10 5.89911e-09 0.000117735 -0.0140458 
51.6 9.21404e-10 5.60712e-09 0.000111524 -0.0136027 
51.8 8.63833e-10 5.11685e-09 0.000105636 -0.0131726 
52 1.38615e-09 4.80088e-09 0.000100053 -0.012755 
52.2 1.53076e-09 4.58565e-09 9.4761e-05 -0.0123497 
52.4 3.55093e-09 3.98243e-09 8.97437e-05 -0.0119563 
52.6 2.98674e-09 3.54654e-09 8.4988e-05 -0.0115745 
52.8 1.91447e-09 3.61912e-09 8.04801e-05 -0.011204 
53 2.01596e-09 3.87541e-09 7.62078e-05 -0.0108445 
53.2 6.93234e-11 3.74169e-09 7.21588e-05 -0.0104958 
53.4 -1.58058e-09 3.25673e-09 6.83212e-05 -0.0101575 
53.6 -1.129e-09 3.17848e-09 6.46846e-05 -0.00982937 
53.8 -1.25922e-09 2.80879e-09 6.12389e-05 -0.00951113 
54 -1.29479e-09 2.85913e-09 5.79744e-05 -0.0092025 
54.2 -2.15207e-09 2.44128e-09 5.48811e-05 -0.00890323 
54.4 -1.98309e-09 2.28227e-09 5.19505e-05 -0.00861307 
54.6 -1.21632e-09 1.66559e-09 4.91739e-05 -0.00833176 
54.8 -3.07587e-09 2.10464e-09 4.65437e-05 -0.00805906 
55 -3.25898e-09 2.04092e-09 4.40523e-05 -0.00779473 
55.2 -1.90012e-09 2.17818e-09 4.16925e-05 -0.00753853 
55.4 -1.47612e-09 1.1949e-09 3.94566e-05 -0.00729024 
55.6 -9.9193e-10 9.85927e-10 3.73393e-05 -0.00704965 
55.8 -9.76703e-10 7.21802e-10 3.53341e-05 -0.00681652 
56 -5.20551e-10 7.8471e-10 3.34353e-05 -0.00659064 
56.2 3.75478e-10 9.544e-11 3.16372e-05 -0.00637182 
56.4 -1.06645e-10 -3.78245e-10 2.99346e-05 -0.00615985 
56.6 8.94034e-11 -2.50111e-10 2.83223e-05 -0.00595453 
56.8 2.40545e-10 -2.00981e-10 2.67958e-05 -0.00575568 
57 2.03648e-10 4.94429e-11 2.53506e-05 -0.00556309 
57.2 6.01607e-10 5.64547e-11 2.39823e-05 -0.0053766 
57.4 -3.36516e-10 -5.23398e-10 2.26865e-05 -0.00519602 
57.6 -3.10775e-10 -9.68022e-10 2.14604e-05 -0.00502118 
57.8 6.40012e-10 -4.89817e-10 2.02995e-05 -0.00485191 
58 1.20029e-09 -2.07427e-10 1.92007e-05 -0.00468805 
58.2 1.24861e-09 -3.91959e-10 1.81607e-05 -0.00452944 
58.4 9.6373e-10 -5.67572e-10 1.71766e-05 -0.00437591 
58.6 1.04627e-09 -4.45947e-10 1.62449e-05 -0.00422733 
58.8 1.19595e-09 -1.9712e-10 1.53633e-05 -0.00408353 
59 5.60372e-10 2.34569e-11 1.45289e-05 -0.00394438 
59.2 7.54133e-10 -1.67752e-12 1.37389e-05 -0.00380974 
59.4 9.27241e-10 -4.84802e-10 1.29915e-05 -0.00367947 
59.6 8.23735e-10 -5.42017e-10 1.22846e-05 -0.00355343 
59.8 3.96088e-10 -6.58282e-10 1.16155e-05 -0.00343151 
60 -6.21337e-10 -2.01334e-10 1.09824e-05 -0.00331356 
60.2 -1.15617e-09 -8.38254e-11 1.03836e-05 -0.00319948 
60.4 -1.68922e-09 9.69347e-11 9.8172e-06 -0.00308914 
60.6 -1.62855e-09 1.06279e-10 9.28131e-06 -0.00298242 
60.8 -1.29587e-09 8.59477e-10 8.77458e-06 -0.00287922 
61 -1.09739e-09 1.21189e-09 8.29494e-06 -0.00277943 
61.2 -8.96558e-10 1.05234e-09 7.84081e-06 -0.00268293 
61.4 -9.3394e-10 9.18767e-10 7.41141e-06 -0.00258963 
61.6 -1.02848e-09 7.9086e-10 7.00542e-06 -0.00249943 
61.8 -3.68074e-10 5.0629e-10 6.62115e-06 -0.00241222 
62 4.71524e-10 5.74739e-10 6.25809e-06 -0.00232792 
62.2 1.05491e-09 8.1303e-10 5.91444e-06 -0.00224643 
62.4 1.15112e-09 6.33254e-10 5.58954e-06 -0.00216767 
62.6 1.31026e-09 4.74667e-10 5.28239e-06 -0.00209154 
62.8 1.67847e-09 7.23821e-10 4.99244e-06 -0.00201796 
63 1.65684e-09 8.48223e-10 4.7177e-06 -0.00194686 
63.2 1.11775e-09 4.64349e-10 4.45791e-06 -0.00187814 
63.4 6.09567e-10 8.04901e-11 4.21243e-06 -0.00181175 
63.6 1.36177e-09 -1.71956e-10 3.9803e-06 -0.00174759 
63.8 1.28737e-09 -2.81119e-10 3.76091e-06 -0.0016856 
64 3.41089e-10 -1.5219e-10 3.55376e-06 -0.00162571 
64.2 -8.59937e-10 -1.88101e-10 3.35738e-06 -0.00156785 
64.4 -6.43143e-10 -1.0276e-10 3.17162e-06 -0.00151195 
64.6 7.30534e-10 -1.98681e-10 2.9965e-06 -0.00145795 
64.8 4.25207e-10 -2.26906e-10 2.83084e-06 -0.00140578 
65 -1.23465e-10 -2.13374e-10 2.67415e-06 -0.0013554 
65.2 6.64934e-10 -3.82519e-10 2.52603e-06 -0.00130673 
65.4 5.39624e-10 -8.61373e-10 2.3863e-06 -0.00125973 
65.6 -1.69872e-10 -1.21441e-09 2.25383e-06 -0.00121433 
65.8 -8.28141e-10 -8.8258e-10 2.12925e-06 -0.00117048 
66 -1.95569e-10 -6.53284e-10 2.01137e-06 -0.00112813 
66.2 1.90823e-09 -5.38577e-10 1.89982e-06 -0.00108724 
66.4 1.4373e-09 -2.74344e-10 1.79449e-06 -0.00104775 
66.6 1.35558e-09 -2.3305e-11 1.69497e-06 -0.00100961 
66.8 1.43748e-09 4.1479e-11 1.60069e-06 -0.000972784 
67 4.64876e-10 3.72648e-11 1.51155e-06 -0.000937223 
67.2 -3.98224e-10 -1.90467e-10 1.4274e-06 -0.000902885 
67.4 -1.06913e-09 -6.2859e-10 1.34771e-06 -0.000869727 
67.6 -6.56668e-10 -8.67899e-10 1.27246e-06 -0.00083771 
67.8 3.22315e-10 -5.24039e-10 1.20135e-06 -0.000806795 
68 -1.28358e-09 1.07575e-10 1.13411e-06 -0.000776943 
68.2 -1.34089e-09 1.53817e-10 1.07066e-06 -0.000748119 
68.4 -1.14777e-09 1.68756e-10 1.01111e-06 -0.000720286 
68.6 -1.90159e-09 3.11839e-10 9.54482e-07 -0.00069341 
68.8 -1.85225e-09 8.06347e-10 9.01048e-07 -0.000667458 
69 -1.32161e-09 9.51903e-10 8.50595e-07 -0.000642397 
69.2 7.51225e-10 1.15998e-09 8.0297e-07 -0.000618197 
69.4 1.6827e-09 8.42547e-10 7.57898e-07 -0.000594827 
69.6 9.33333e-11 6.20177e-10 7.15244e-07 -0.000572257 
69.8 -4.45866e-11 5.15384e-10 6.74722e-07 -0.000550459 
70 5.4866e-10 1.04118e-09 6.36371e-07 -0.000529405 
70.2 7.22537e-10 1.07707e-09 6.00418e-07 -0.000509069 
70.4 1.24619e-09 7.67027e-10 5.66352e-07 -0.000489425 
70.6 1.22023e-09 3.1825e-10 5.3435e-07 -0.000470447 
70.8 1.87353e-09 2.64594e-10 5.03842e-07 -0.000452112 
71 1.57906e-09 2.96457e-10 4.75229e-07 -0.000434395 
71.2 2.59304e-10 1.05588e-10 4.48064e-07 -0.000417275 
71.4 4.57326e-11 -1.07841e-10 4.22846e-07 -0.000400727 
71.6 -5.23322e-10 -1.21634e-10 3.98878e-07 -0.000384732 
71.8 -5.60347e-10 -7.89861e-11 3.76454e-07 -0.000369269 
72 4.43061e-11 1.63118e-10 3.55106e-07 -0.000354316 
72.2 -6.46572e-10 4.38483e-10 3.3469e-07 -0.000339855 
72.4 -1.96075e-09 1.59378e-10 3.15342e-07 -0.000325867 
72.6 -2.19678e-09 -3.22487e-10 2.9721e-07 -0.000312333 
72.8 -1.24979e-09 -3.38017e-10 2.79955e-07 -0.000299235 
73 -2.82936e-10 -2.6585e-10 2.63323e-07 -0.000286556 
73.2 -1.19762e-09 -4.68746e-10 2.47737e-07 -0.000274278 
73.4 -6.67114e-10 -7.13842e-10 2.32871e-07 -0.000262386 
73.6 5.7391e-10 -6.7741e-10 2.19372e-07 -0.000250864 
73.8 -3.02803e-10 -5.83225e-10 2.06748e-07 -0.000239696 
74 -1.77418e-09 -3.19915e-10 1.94686e-07 -0.000228866 
74.2 -1.30221e-09 -3.067e-10 1.82774e-07 -0.000218361 
74.4 8.80232e-10 -2.61246e-10 1.71872e-07 -0.000208167 
74.6 1.88482e-09 -3.81162e-10 1.61542e-07 -0.000198269 
74.8 1.39121e-09 -5.78693e-10 1.51657e-07 -0.000188653 
75 1.64507e-09 -5.18555e-10 1.42048e-07 -0.000179307 
75.2 1.0507e-09 -3.75499e-10 1.32615e-07 -0.000170217 
75.4 -8.88567e-10 -6.49001e-10 1.23518e-07 -0.000161373 
75.6 -1.841e-09 -6.74428e-10 1.15666e-07 -0.000152759 
75.8 -1.6921e-09 1.33729e-11 1.08364e-07 -0.000144366 
76 -8.33893e-10 3.81634e-10 1.01032e-07 -0.000136181 
76.2 -7.73553e-10 6.08038e-10 9.39643e-08 -0.000128193 
76.4 -5.3333e-10 6.47461e-10 8.72407e-08 -0.000120391 
76.6 -2.22949e-10 5.27428e-10 8.06441e-08 -0.000112763 
76.8 -8.91305e-10 -3.52286e-11 7.45429e-08 -0.000105299 
77 -6.24961e-10 2.4858e-10 6.87977e-08 -9.79891e-05 
77.2 4.44599e-11 3.41478e-10 6.2817e-08 -9.08222e-05 
77.4 7.18378e-10 4.80488e-10 5.72756e-08 -8.37879e-05 
77.6 8.25839e-10 3.33364e-10 5.24619e-08 -7.68763e-05 
77.8 4.86537e-11 5.75785e-10 4.76062e-08 -7.00773e-05 
78 -3.60041e-10 9.7826e-10 4.31256e-08 -6.33812e-05 
78.2 4.02078e-11 1.45636e-09 3.87536e-08 -5.67786e-05 
78.4 7.16356e-10 1.1845e-09 3.41365e-08 -5.026e-05 
78.6 1.64156e-09 6.76204e-10 2.92729e-08 -4.38155e-05 
78.8 6.94132e-10 3.47309e-10 2.48512e-08 -3.74357e-05 
79 -7.23203e-11 1.30861e-10 2.03711e-08 -3.11119e-05 
79.2 -1.02915e-09 -1.60007e-10 1.57468e-08 -2.48343e-05 
79.4 -2.16017e-09 -3.41527e-10 1.13922e-08 -1.85934e-05 
79.6 -2.65356e-09 -8.20114e-10 7.25033e-09 -1.23802e-05 
79.8 -2.25855e-09 -9.15594e-10 3.30866e-09 -6.1855e-06 
